,Date,Day,Rooms Sold,Arrival Rooms,Compliment Rooms,House Use,Individual Confirm,Occupancy %,Room Revenue,ARR,Departure Rooms,OOO Rooms,Pax,Total Room Inventory,snapshot_date,arrival_date,actual_or_forecast
150,2023-07-07 00:00:00,Friday,53.0,18.0,0.0,2.0,44.0,59.55,-1.7182257129733314,8625.81,28.0,41.0,124.0,89.0,2023-07-07,2023-07-07,actual
151,2023-07-08 00:00:00,Saturday,43.0,13.0,0.0,2.0,39.0,47.78,-1.9305678915222986,8686.52,20.0,40.0,108.0,90.0,2023-07-08,2023-07-08,actual
152,2023-07-09 00:00:00,Sunday,57.0,29.0,2.0,2.0,40.0,74.03,-1.6219663962208084,8685.73,24.0,53.0,124.0,77.0,2023-07-09,2023-07-09,actual
153,2023-07-10 00:00:00,Monday,61.0,26.0,0.0,3.0,39.0,62.24,-1.537681424707391,8660.46,16.0,35.0,120.0,98.0,2023-07-10,2023-07-10,actual
154,2023-07-11 00:00:00,Tuesday,71.0,25.0,0.0,4.0,49.0,79.78,-1.1157234714226432,9781.81,6.0,42.0,135.0,89.0,2023-07-11,2023-07-11,actual
155,2023-07-12 00:00:00,Wednesday,78.0,34.0,1.0,4.0,45.0,75.0,-1.0678971698952417,9145.49,10.0,28.0,140.0,104.0,2023-07-12,2023-07-12,actual
156,2023-07-13 00:00:00,Thursday,103.0,52.0,1.0,3.0,46.0,91.96,-0.6813316951611853,8404.14,30.0,18.0,161.0,112.0,2023-07-13,2023-07-13,actual
157,2023-07-14 00:00:00,Friday,89.0,26.0,1.0,4.0,40.0,78.76,-0.9405786812113093,8578.68,19.0,17.0,150.0,113.0,2023-07-14,2023-07-14,actual
158,2023-07-15 00:00:00,Saturday,75.0,28.0,0.0,3.0,40.0,67.57,-1.2628375810890955,8487.42,32.0,22.0,145.0,111.0,2023-07-15,2023-07-15,actual
159,2023-07-16 00:00:00,Sunday,70.0,32.0,0.0,4.0,45.0,65.42,-1.2543638977293043,9141.35,38.0,23.0,137.0,107.0,2023-07-16,2023-07-16,actual
160,2023-07-17 00:00:00,Monday,85.0,27.0,0.0,4.0,49.0,75.89,-1.0925845787250708,8277.93,9.0,18.0,156.0,112.0,2023-07-17,2023-07-17,actual
161,2023-07-18 00:00:00,Tuesday,95.0,31.0,0.0,3.0,48.0,83.33,-0.8784501831443443,8294.49,16.0,16.0,162.0,114.0,2023-07-18,2023-07-18,actual
162,2023-07-19 00:00:00,Wednesday,97.0,42.0,1.0,2.0,39.0,86.61,-0.8914374102470081,8070.73,34.0,18.0,155.0,112.0,2023-07-19,2023-07-19,actual
163,2023-07-20 00:00:00,Thursday,108.0,42.0,4.0,3.0,56.0,95.58,-0.6588553642841358,8097.04,19.0,16.0,173.0,113.0,2023-07-20,2023-07-20,actual
164,2023-07-21 00:00:00,Friday,95.0,42.0,3.0,4.0,51.0,84.07,-0.9346689343983693,8061.37,26.0,17.0,174.0,113.0,2023-07-21,2023-07-21,actual
165,2023-07-22 00:00:00,Saturday,89.0,36.0,2.0,3.0,51.0,80.91,-1.0003031714467219,8314.33,32.0,20.0,176.0,110.0,2023-07-22,2023-07-22,actual
166,2023-07-23 00:00:00,Sunday,67.0,31.0,0.0,3.0,40.0,62.62,-1.3852769746809015,8780.96,53.0,25.0,145.0,107.0,2023-07-23,2023-07-23,actual
167,2023-07-24 00:00:00,Monday,82.0,35.0,0.0,2.0,53.0,73.21,-1.0820115136581054,8631.57,12.0,20.0,163.0,112.0,2023-07-24,2023-07-24,actual
168,2023-07-25 00:00:00,Tuesday,85.0,36.0,1.0,2.0,62.0,79.44,-1.1353083926691347,8079.93,29.0,22.0,156.0,107.0,2023-07-25,2023-07-25,actual
169,2023-07-26 00:00:00,Wednesday,85.0,31.0,0.0,3.0,57.0,83.33,-1.1030281776891753,8229.53,26.0,27.0,161.0,102.0,2023-07-26,2023-07-26,actual
170,2023-07-27 00:00:00,Thursday,100.0,46.0,0.0,3.0,68.0,88.5,-0.7066968971177561,8556.35,26.0,17.0,182.0,113.0,2023-07-27,2023-07-27,actual
171,2023-07-29 00:00:00,Saturday,93.0,49.0,4.0,2.0,54.0,83.78,-0.5993060340702409,9655.25,33.0,19.0,202.0,111.0,2023-07-29,2023-07-29,actual
172,2023-07-30 00:00:00,Sunday,88.0,36.0,1.0,3.0,47.0,78.57,-0.8367747907783492,9140.84,35.0,18.0,189.0,112.0,2023-07-30,2023-07-30,actual
173,2023-07-31 00:00:00,Monday,101.0,38.0,0.0,2.0,50.0,87.83,-0.5755020410011091,8983.33,18.0,15.0,190.0,115.0,2023-07-31,2023-07-31,actual
174,2023-08-01 00:00:00,Tuesday,113.0,53.0,3.0,3.0,48.0,94.96,-0.22835772531264795,9239.51,26.0,11.0,218.0,119.0,2023-08-01,2023-08-01,actual
175,2023-08-02 00:00:00,Wednesday,111.0,27.0,3.0,3.0,51.0,94.87,-0.2908644674840494,9184.16,16.0,13.0,206.0,117.0,2023-08-02,2023-08-02,actual
176,2023-08-03 00:00:00,Thursday,88.0,32.0,0.0,4.0,56.0,77.19,-0.7664416957614605,9455.68,32.0,18.0,177.0,114.0,2023-08-03,2023-08-03,actual
177,2023-08-04 00:00:00,Friday,70.0,16.0,2.0,4.0,56.0,66.04,-1.2398636942088948,9222.95,22.0,24.0,169.0,106.0,2023-08-04,2023-08-04,actual
178,2023-08-05 00:00:00,Saturday,77.0,33.0,3.0,5.0,49.0,71.96,-1.0922596441924004,9139.63,19.0,24.0,180.0,107.0,2023-08-05,2023-08-05,actual
179,2023-08-06 00:00:00,Sunday,65.0,26.0,0.0,4.0,58.0,60.75,-1.3471174755004398,9282.41,14.0,24.0,150.0,107.0,2023-08-06,2023-08-06,actual
180,2023-08-07 00:00:00,Monday,73.0,30.0,0.0,4.0,55.0,71.57,-1.1102249698776139,9543.49,17.0,27.0,150.0,102.0,2023-08-07,2023-08-07,actual
181,2023-08-08 00:00:00,Tuesday,84.0,38.0,0.0,3.0,58.0,81.55,-0.9569447197435363,9012.57,23.0,26.0,160.0,103.0,2023-08-08,2023-08-08,actual
182,2023-08-09 00:00:00,Wednesday,90.0,33.0,1.0,3.0,74.0,87.38,-0.7892734237836181,9145.62,16.0,26.0,170.0,103.0,2023-08-09,2023-08-09,actual
183,2023-08-10 00:00:00,Thursday,75.0,21.0,2.0,3.0,66.0,71.43,-1.147457897929758,9093.44,26.0,25.0,158.0,105.0,2023-08-10,2023-08-10,actual
184,2023-08-11 00:00:00,Friday,82.0,31.0,0.0,3.0,69.0,75.93,-0.778916135554754,10087.62,23.0,23.0,166.0,108.0,2023-08-11,2023-08-11,actual
185,2023-08-12 00:00:00,Saturday,70.0,26.0,1.0,2.0,62.0,63.64,-0.9390123952217972,10916.0,37.0,21.0,168.0,110.0,2023-08-12,2023-08-12,actual
186,2023-08-13 00:00:00,Sunday,115.0,76.0,0.0,2.0,44.0,98.29,-0.4227269625232923,8413.02,23.0,13.0,270.0,117.0,2023-08-13,2023-08-13,actual
187,2023-08-14 00:00:00,Monday,99.0,65.0,0.0,2.0,39.0,83.9,-0.8025297372961494,8261.45,77.0,12.0,235.0,118.0,2023-08-14,2023-08-14,actual
188,2023-08-15 00:00:00,Tuesday,49.0,25.0,0.0,4.0,37.0,41.88,-1.6091974845072825,10206.46,47.0,14.0,135.0,117.0,2023-08-15,2023-08-15,actual
189,2023-08-16 00:00:00,Wednesday,78.0,39.0,0.0,4.0,50.0,70.91,-1.1273982676394434,8844.99,7.0,20.0,163.0,110.0,2023-08-16,2023-08-16,actual
190,2023-08-17 00:00:00,Thursday,75.0,24.0,0.0,4.0,58.0,70.09,-1.2406354137239866,8604.03,23.0,23.0,160.0,107.0,2023-08-17,2023-08-17,actual
191,2023-08-18 00:00:00,Friday,72.0,24.0,0.0,4.0,66.0,65.45,-1.246588315904547,8929.97,27.0,22.0,170.0,110.0,2023-08-18,2023-08-18,actual
192,2023-08-20 00:00:00,Sunday,70.0,27.0,2.0,5.0,62.0,60.87,-1.2310092281936307,9272.78,19.0,15.0,163.0,115.0,2023-08-20,2023-08-20,actual
193,2023-08-21 00:00:00,Monday,117.0,74.0,2.0,2.0,41.0,96.69,-0.44330191867401353,8199.94,31.0,9.0,271.0,121.0,2023-08-21,2023-08-21,actual
194,2023-08-22 00:00:00,Tuesday,118.0,40.0,0.0,2.0,39.0,98.33,-0.4951238995328443,7957.45,15.0,10.0,264.0,120.0,2023-08-22,2023-08-22,actual
195,2023-08-23 00:00:00,Wednesday,93.0,59.0,2.0,3.0,52.0,81.58,-0.6214878930270579,9561.3,42.0,16.0,195.0,114.0,2023-08-23,2023-08-23,actual
196,2023-08-24 00:00:00,Thursday,109.0,40.0,3.0,4.0,79.0,93.16,-0.14338480646834298,9885.66,24.0,13.0,222.0,117.0,2023-08-24,2023-08-24,actual
197,2023-08-25 00:00:00,Friday,103.0,36.0,0.0,5.0,80.0,88.79,-0.18477334256721514,10303.24,29.0,14.0,212.0,116.0,2023-08-25,2023-08-25,actual
198,2023-08-26 00:00:00,Saturday,96.0,41.0,1.0,4.0,66.0,82.76,-0.381181036260158,10248.58,35.0,14.0,205.0,116.0,2023-08-26,2023-08-26,actual
199,2023-08-27 00:00:00,Sunday,79.0,24.0,2.0,4.0,61.0,72.48,-0.8101783915690824,10314.82,28.0,21.0,179.0,109.0,2023-08-27,2023-08-27,actual
200,2023-08-28 00:00:00,Monday,74.0,28.0,0.0,5.0,59.0,69.81,-0.9892528587848971,10058.49,22.0,24.0,163.0,106.0,2023-08-28,2023-08-28,actual
201,2023-08-29 00:00:00,Tuesday,60.0,20.0,0.0,5.0,52.0,56.6,-1.5682354249825399,8604.21,27.0,24.0,143.0,106.0,2023-08-29,2023-08-29,actual
202,2023-08-30 00:00:00,Wednesday,59.0,17.0,0.0,3.0,54.0,55.14,-1.5052488966652426,9170.59,12.0,25.0,134.0,107.0,2023-08-30,2023-08-30,actual
203,2023-08-31 00:00:00,Thursday,65.0,22.0,0.0,3.0,57.0,57.02,-1.187097372364491,10252.19,12.0,16.0,140.0,114.0,2023-08-31,2023-08-31,actual
204,2023-09-01 00:00:00,Friday,66.0,29.0,0.0,3.0,54.0,57.89,-0.8391889528140476,12173.37,19.0,16.0,159.0,114.0,2023-09-01,2023-09-01,actual
205,2023-09-02 00:00:00,Saturday,79.0,28.0,0.0,2.0,53.0,71.17,-0.7021884304769564,10853.3,13.0,19.0,173.0,111.0,2023-09-02,2023-09-02,actual
206,2023-09-03 00:00:00,Sunday,117.0,69.0,0.0,2.0,43.0,98.32,0.8821948893741838,12662.73,20.0,11.0,191.0,119.0,2023-09-03,2023-09-03,actual
207,2023-09-04 00:00:00,Monday,116.0,23.0,0.0,2.0,39.0,96.67,0.3743577545251051,11047.33,28.0,10.0,186.0,120.0,2023-09-04,2023-09-04,actual
208,2023-09-05 00:00:00,Tuesday,82.0,23.0,0.0,2.0,41.0,70.69,-0.6891098155369793,10519.06,39.0,14.0,142.0,116.0,2023-09-05,2023-09-05,actual
209,2023-09-06 00:00:00,Wednesday,58.0,13.0,0.0,2.0,25.0,50.88,-1.6330598642502534,8460.62,32.0,17.0,107.0,114.0,2023-09-06,2023-09-06,actual
210,2023-09-07 00:00:00,Thursday,67.0,31.0,0.0,0.0,6.0,55.37,-0.37807892689357175,14702.76,11.0,9.0,122.0,121.0,2023-09-07,2023-09-07,actual
211,2023-09-08 00:00:00,Friday,85.0,32.0,0.0,3.0,5.0,69.11,1.233266343516089,19056.88,4.0,8.0,150.0,123.0,2023-09-08,2023-09-08,actual
213,2023-09-10 00:00:00,Sunday,87.0,9.0,0.0,3.0,6.0,71.31,1.515680146325187,19897.53,36.0,8.0,146.0,122.0,2023-09-10,2023-09-10,actual
214,2023-09-11 00:00:00,Monday,73.0,66.0,0.0,0.0,15.0,59.84,-0.37111314284945346,13531.91,12.0,8.0,149.0,122.0,2023-09-11,2023-09-11,actual
215,2023-09-12 00:00:00,Tuesday,86.0,43.0,0.0,4.0,52.0,71.67,-0.2214884062079161,12171.75,9.0,12.0,180.0,120.0,2023-09-12,2023-09-12,actual
216,2023-09-13 00:00:00,Wednesday,99.0,37.0,1.0,3.0,54.0,83.19,-0.22253428923494845,10569.28,8.0,11.0,189.0,119.0,2023-09-13,2023-09-13,actual
217,2023-09-14 00:00:00,Thursday,110.0,47.0,1.0,3.0,62.0,95.65,0.19031788148192338,10990.84,26.0,15.0,209.0,115.0,2023-09-14,2023-09-14,actual
218,2023-09-15 00:00:00,Friday,92.0,42.0,3.0,3.0,55.0,78.63,0.03294548707702994,12467.38,27.0,12.0,195.0,117.0,2023-09-15,2023-09-15,actual
219,2023-09-16 00:00:00,Saturday,114.0,48.0,2.0,2.0,48.0,95.0,0.501422388105389,11680.21,14.0,10.0,236.0,120.0,2023-09-16,2023-09-16,actual
220,2023-09-17 00:00:00,Sunday,115.0,33.0,0.0,3.0,57.0,96.64,0.43376492588095683,11346.88,22.0,11.0,223.0,119.0,2023-09-17,2023-09-17,actual
221,2023-09-18 00:00:00,Monday,105.0,26.0,2.0,3.0,58.0,89.74,0.0974856086286569,11165.93,22.0,13.0,199.0,117.0,2023-09-18,2023-09-18,actual
222,2023-09-19 00:00:00,Tuesday,88.0,33.0,0.0,3.0,71.0,76.52,-0.20601593764053228,11964.38,16.0,15.0,177.0,115.0,2023-09-19,2023-09-19,actual
223,2023-09-20 00:00:00,Wednesday,89.0,35.0,0.0,3.0,67.0,78.76,-0.12782348861468212,12176.04,25.0,17.0,177.0,113.0,2023-09-20,2023-09-20,actual
224,2023-09-21 00:00:00,Thursday,105.0,41.0,0.0,3.0,77.0,92.92,0.2181073996783386,11618.46,18.0,17.0,210.0,113.0,2023-09-21,2023-09-21,actual
225,2023-09-22 00:00:00,Friday,110.0,41.0,2.0,2.0,78.0,96.49,0.6416214847484527,12607.01,21.0,15.0,220.0,114.0,2023-09-22,2023-09-22,actual
226,2023-09-23 00:00:00,Saturday,106.0,33.0,2.0,1.0,77.0,95.5,0.5700952707444156,12816.94,15.0,20.0,209.0,111.0,2023-09-23,2023-09-23,actual
227,2023-09-24 00:00:00,Sunday,103.0,53.0,1.0,2.0,65.0,91.96,0.12765628769729626,11498.13,29.0,18.0,191.0,112.0,2023-09-24,2023-09-24,actual
228,2023-09-25 00:00:00,Monday,100.0,35.0,0.0,2.0,85.0,90.91,-0.07208198495551658,11056.25,19.0,20.0,179.0,110.0,2023-09-25,2023-09-25,actual
229,2023-09-26 00:00:00,Tuesday,94.0,31.0,1.0,2.0,74.0,85.45,-0.09682524190814827,11658.29,17.0,20.0,174.0,110.0,2023-09-26,2023-09-26,actual
230,2023-09-27 00:00:00,Wednesday,102.0,41.0,1.0,2.0,71.0,91.07,0.3488986261801843,12465.3,25.0,18.0,187.0,112.0,2023-09-27,2023-09-27,actual
231,2023-09-28 00:00:00,Thursday,93.0,21.0,2.0,2.0,81.0,83.78,-0.1719308128736311,11465.51,10.0,18.0,188.0,111.0,2023-09-28,2023-09-28,actual
232,2023-09-29 00:00:00,Friday,81.0,37.0,2.0,2.0,61.0,73.64,-0.3181310441669485,12453.1,18.0,20.0,185.0,110.0,2023-09-29,2023-09-29,actual
233,2023-10-01 00:00:00,Sunday,90.0,46.0,5.0,2.0,58.0,83.33,0.04320123326443447,12789.32,26.0,22.0,197.0,108.0,2023-10-01,2023-10-01,actual
234,2023-10-02 00:00:00,Monday,81.0,32.0,4.0,1.0,59.0,77.14,-0.2644305355411179,12714.25,24.0,25.0,183.0,105.0,2023-10-02,2023-10-02,actual
235,2023-10-03 00:00:00,Tuesday,85.0,39.0,1.0,2.0,48.0,77.27,-0.0395707618312369,13158.02,12.0,20.0,171.0,110.0,2023-10-03,2023-10-03,actual
236,2023-10-04 00:00:00,Wednesday,112.0,59.0,0.0,3.0,61.0,97.39,0.8791587823345461,13217.35,9.0,15.0,193.0,115.0,2023-10-04,2023-10-04,actual
237,2023-10-05 00:00:00,Thursday,108.0,37.0,0.0,2.0,67.0,94.74,0.6904378211800838,13018.54,31.0,16.0,194.0,114.0,2023-10-05,2023-10-05,actual
238,2023-10-06 00:00:00,Friday,90.0,26.0,0.0,2.0,77.0,81.82,0.18059269246114448,13390.67,22.0,20.0,185.0,110.0,2023-10-06,2023-10-06,actual
239,2023-10-07 00:00:00,Saturday,94.0,39.0,0.0,2.0,74.0,85.45,0.3917392134719266,13705.71,21.0,20.0,195.0,110.0,2023-10-07,2023-10-07,actual
240,2023-10-08 00:00:00,Sunday,102.0,51.0,0.0,2.0,76.0,89.47,0.6076277478188651,13464.52,26.0,16.0,192.0,114.0,2023-10-08,2023-10-08,actual
241,2023-10-09 00:00:00,Monday,116.0,44.0,0.0,2.0,82.0,98.31,1.2986111857462823,14186.0,18.0,12.0,213.0,118.0,2023-10-09,2023-10-09,actual
242,2023-10-10 00:00:00,Tuesday,114.0,24.0,0.0,2.0,84.0,97.44,1.2707505881208454,14338.61,10.0,13.0,194.0,117.0,2023-10-10,2023-10-10,actual
243,2023-10-11 00:00:00,Wednesday,115.0,27.0,0.0,3.0,76.0,97.46,1.31928260683639,14380.17,9.0,12.0,192.0,118.0,2023-10-11,2023-10-11,actual
244,2023-10-12 00:00:00,Thursday,115.0,37.0,1.0,2.0,81.0,95.83,1.0176392799259089,13346.91,16.0,10.0,202.0,120.0,2023-10-12,2023-10-12,actual
245,2023-10-13 00:00:00,Friday,114.0,43.0,1.0,2.0,86.0,95.8,1.1368191739868663,13875.81,23.0,11.0,225.0,119.0,2023-10-13,2023-10-13,actual
246,2023-10-14 00:00:00,Saturday,107.0,41.0,1.0,2.0,83.0,92.24,1.0959358095442548,14633.06,25.0,14.0,218.0,116.0,2023-10-14,2023-10-14,actual
247,2023-10-15 00:00:00,Sunday,100.0,28.0,0.0,2.0,78.0,86.96,0.611166487963727,13747.75,24.0,14.0,199.0,115.0,2023-10-15,2023-10-15,actual
248,2023-10-16 00:00:00,Monday,99.0,49.0,0.0,3.0,70.0,83.9,0.7255510591167619,14341.75,13.0,12.0,185.0,118.0,2023-10-16,2023-10-16,actual
249,2023-10-17 00:00:00,Tuesday,98.0,43.0,0.0,3.0,72.0,83.05,0.811610477804683,14834.02,28.0,12.0,181.0,118.0,2023-10-17,2023-10-17,actual
250,2023-10-18 00:00:00,Wednesday,116.0,45.0,0.0,3.0,73.0,97.48,0.7648681375698613,12373.46,20.0,11.0,198.0,119.0,2023-10-18,2023-10-18,actual
251,2023-10-19 00:00:00,Thursday,98.0,51.0,3.0,2.0,61.0,83.76,0.5465146701664946,13768.43,29.0,13.0,191.0,117.0,2023-10-19,2023-10-19,actual
252,2023-10-20 00:00:00,Friday,86.0,38.0,2.0,3.0,56.0,77.48,0.043193617611325015,13384.14,32.0,19.0,167.0,111.0,2023-10-20,2023-10-20,actual
253,2023-10-21 00:00:00,Saturday,103.0,43.0,2.0,3.0,80.0,89.57,0.7053467314173676,13707.52,13.0,15.0,199.0,115.0,2023-10-21,2023-10-21,actual
254,2023-10-22 00:00:00,Sunday,92.0,31.0,1.0,2.0,75.0,80.0,0.31659810279193296,13681.92,10.0,15.0,193.0,115.0,2023-10-22,2023-10-22,actual
255,2023-10-23 00:00:00,Monday,92.0,30.0,0.0,2.0,65.0,82.88,0.19245280290360833,13150.36,14.0,19.0,179.0,111.0,2023-10-23,2023-10-23,actual
256,2023-10-24 00:00:00,Tuesday,104.0,44.0,0.0,2.0,69.0,91.23,0.5757816250661448,13084.95,19.0,16.0,191.0,114.0,2023-10-24,2023-10-24,actual
257,2023-10-25 00:00:00,Wednesday,102.0,26.0,1.0,2.0,63.0,87.18,0.40573424533607544,12684.8,10.0,13.0,187.0,117.0,2023-10-25,2023-10-25,actual
258,2023-10-26 00:00:00,Thursday,113.0,46.0,2.0,1.0,64.0,96.58,0.7013815146983761,12480.64,21.0,13.0,207.0,117.0,2023-10-26,2023-10-26,actual
259,2023-10-27 00:00:00,Friday,106.0,37.0,1.0,2.0,67.0,92.17,0.6821367592907737,13233.31,17.0,15.0,205.0,115.0,2023-10-27,2023-10-27,actual
260,2023-10-28 00:00:00,Saturday,93.0,35.0,4.0,3.0,57.0,78.81,0.5398230496343168,14480.33,24.0,12.0,189.0,118.0,2023-10-28,2023-10-28,actual
261,2023-10-29 00:00:00,Sunday,110.0,43.0,3.0,3.0,69.0,94.83,1.0748328347779446,14158.41,14.0,14.0,218.0,116.0,2023-10-29,2023-10-29,actual
262,2023-10-30 00:00:00,Monday,118.0,64.0,0.0,2.0,57.0,98.33,1.3064908481635358,13971.87,29.0,10.0,207.0,120.0,2023-10-30,2023-10-30,actual
263,2023-10-31 00:00:00,Tuesday,107.0,37.0,1.0,2.0,71.0,89.92,0.9372916010700818,14049.0,13.0,11.0,192.0,119.0,2023-10-31,2023-10-31,actual
264,2023-11-01 00:00:00,Wednesday,114.0,65.0,0.0,2.0,68.0,97.44,1.2387902305714833,14228.18,20.0,13.0,205.0,117.0,2023-11-01,2023-11-01,actual
265,2023-11-02 00:00:00,Thursday,112.0,42.0,2.0,2.0,76.0,94.92,1.0509450695246088,13821.56,7.0,14.0,206.0,118.0,2023-11-02,2023-11-02,actual
266,2023-11-03 00:00:00,Friday,116.0,55.0,3.0,2.0,72.0,95.87,1.1588766439428955,13711.48,10.0,9.0,226.0,121.0,2023-11-03,2023-11-03,actual
267,2023-11-04 00:00:00,Saturday,111.0,33.0,3.0,2.0,79.0,94.07,1.00490844647793,13782.7,11.0,12.0,218.0,118.0,2023-11-04,2023-11-04,actual
268,2023-11-05 00:00:00,Sunday,109.0,48.0,3.0,4.0,77.0,93.97,1.0156287475050116,14074.34,5.0,14.0,224.0,116.0,2023-11-05,2023-11-05,actual
269,2023-11-06 00:00:00,Monday,116.0,70.0,4.0,0.0,66.0,96.67,1.5134208359027141,14915.48,22.0,10.0,226.0,120.0,2023-11-06,2023-11-06,actual
270,2023-11-07 00:00:00,Tuesday,112.0,61.0,0.0,3.0,68.0,94.12,1.3715259871672774,14949.11,11.0,11.0,205.0,119.0,2023-11-07,2023-11-07,actual
271,2023-11-08 00:00:00,Wednesday,89.0,26.0,0.0,3.0,55.0,78.76,0.4166627075481488,14586.0,19.0,17.0,172.0,113.0,2023-11-08,2023-11-08,actual
272,2023-11-09 00:00:00,Thursday,102.0,63.0,0.0,3.0,54.0,91.07,1.0446240774437578,15152.2,27.0,18.0,206.0,112.0,2023-11-09,2023-11-09,actual
273,2023-11-10 00:00:00,Friday,86.0,22.0,0.0,3.0,61.0,77.48,0.4212447921690065,15115.8,10.0,19.0,182.0,111.0,2023-11-10,2023-11-10,actual
274,2023-11-11 00:00:00,Saturday,101.0,60.0,2.0,2.0,50.0,87.83,1.0416818967924701,15290.75,18.0,15.0,217.0,115.0,2023-11-11,2023-11-11,actual
275,2023-11-12 00:00:00,Sunday,66.0,28.0,0.0,2.0,58.0,55.93,-0.35718411331225325,15050.25,6.0,12.0,154.0,118.0,2023-11-12,2023-11-12,actual
276,2023-11-13 00:00:00,Monday,116.0,71.0,2.0,2.0,81.0,96.67,1.4135516995763078,14576.33,7.0,10.0,243.0,120.0,2023-11-13,2023-11-13,actual
277,2023-11-14 00:00:00,Tuesday,112.0,60.0,4.0,2.0,46.0,92.56,0.38159262497909097,11467.32,24.0,9.0,228.0,121.0,2023-11-14,2023-11-14,actual
278,2023-11-15 00:00:00,Wednesday,112.0,32.0,4.0,3.0,30.0,94.12,0.2819773437563332,11116.95,11.0,11.0,223.0,119.0,2023-11-15,2023-11-15,actual
279,2023-11-16 00:00:00,Thursday,118.0,29.0,2.0,1.0,27.0,97.52,0.3252621774794606,10696.18,16.0,9.0,227.0,121.0,2023-11-16,2023-11-16,actual
280,2023-11-17 00:00:00,Friday,98.0,44.0,1.0,2.0,33.0,83.76,0.22990150779385382,12495.76,5.0,13.0,197.0,117.0,2023-11-17,2023-11-17,actual
281,2023-11-18 00:00:00,Saturday,116.0,71.0,1.0,2.0,30.0,97.48,1.1165412283074139,13567.72,15.0,11.0,234.0,119.0,2023-11-18,2023-11-18,actual
282,2023-11-19 00:00:00,Sunday,105.0,47.0,1.0,2.0,42.0,88.24,0.7551683340594472,13633.34,8.0,11.0,214.0,119.0,2023-11-19,2023-11-19,actual
283,2023-11-20 00:00:00,Monday,111.0,49.0,2.0,2.0,62.0,94.07,0.7767612491757995,12973.03,22.0,12.0,222.0,118.0,2023-11-20,2023-11-20,actual
284,2023-11-21 00:00:00,Tuesday,107.0,36.0,2.0,2.0,75.0,96.4,0.7663354200689503,13419.62,12.0,19.0,220.0,111.0,2023-11-21,2023-11-21,actual
285,2023-11-22 00:00:00,Wednesday,113.0,39.0,1.0,2.0,78.0,96.58,0.839524385001886,12962.21,11.0,13.0,230.0,117.0,2023-11-22,2023-11-22,actual
286,2023-11-23 00:00:00,Thursday,112.0,48.0,1.0,2.0,89.0,97.39,1.0513969316091032,13823.15,19.0,16.0,226.0,115.0,2023-11-23,2023-11-23,actual
287,2023-11-24 00:00:00,Friday,107.0,41.0,3.0,3.0,80.0,92.24,0.9900883855269232,14243.38,18.0,14.0,212.0,116.0,2023-11-24,2023-11-24,actual
288,2023-11-25 00:00:00,Saturday,92.0,53.0,2.0,2.0,62.0,79.31,0.5121020723158867,14519.03,29.0,14.0,191.0,116.0,2023-11-25,2023-11-25,actual
289,2023-11-26 00:00:00,Sunday,105.0,45.0,3.0,3.0,59.0,91.3,1.1330570413507937,15051.05,18.0,15.0,213.0,115.0,2023-11-26,2023-11-26,actual
290,2023-11-27 00:00:00,Monday,117.0,36.0,1.0,1.0,63.0,98.32,1.3186403534241589,14132.19,11.0,11.0,228.0,119.0,2023-11-27,2023-11-27,actual
291,2023-11-28 00:00:00,Tuesday,118.0,69.0,0.0,2.0,80.0,98.33,2.026850398685172,16376.68,35.0,10.0,236.0,120.0,2023-11-28,2023-11-28,actual
292,2023-11-29 00:00:00,Wednesday,119.0,45.0,0.0,2.0,92.0,98.35,1.9746603279260508,16066.3,25.0,9.0,234.0,121.0,2023-11-29,2023-11-29,actual
293,2023-11-30 00:00:00,Thursday,105.0,48.0,1.0,2.0,68.0,88.24,0.8590966134931951,14023.25,30.0,11.0,224.0,119.0,2023-11-30,2023-11-30,actual
294,2023-12-01 00:00:00,Friday,121.0,87.0,0.0,1.0,23.0,99.18,2.486576914290763,17467.33,39.0,8.0,241.0,122.0,2023-12-01,2023-12-01,actual
295,2023-12-02 00:00:00,Saturday,117.0,45.0,0.0,3.0,28.0,97.5,1.995793765304799,16412.09,34.0,10.0,244.0,120.0,2023-12-02,2023-12-02,actual
296,2023-12-03 00:00:00,Sunday,99.0,55.0,0.0,2.0,42.0,84.62,0.7427522809399928,14410.2,54.0,13.0,196.0,117.0,2023-12-03,2023-12-03,actual
297,2023-12-04 00:00:00,Monday,107.0,48.0,0.0,1.0,54.0,91.45,1.373544135241284,15655.09,26.0,13.0,194.0,117.0,2023-12-04,2023-12-04,actual
298,2023-12-05 00:00:00,Tuesday,104.0,50.0,4.0,1.0,72.0,91.23,0.9280842764607461,14419.39,28.0,16.0,187.0,114.0,2023-12-05,2023-12-05,actual
299,2023-12-06 00:00:00,Wednesday,110.0,53.0,3.0,1.0,69.0,94.83,1.1041404064941784,14263.36,23.0,14.0,212.0,116.0,2023-12-06,2023-12-06,actual
300,2023-12-07 00:00:00,Thursday,111.0,49.0,3.0,2.0,69.0,94.87,1.290721369124883,14797.01,33.0,13.0,207.0,117.0,2023-12-07,2023-12-07,actual
301,2023-12-08 00:00:00,Friday,99.0,44.0,0.0,1.0,70.0,91.67,0.7924647258875035,14608.01,39.0,22.0,192.0,108.0,2023-12-08,2023-12-08,actual
302,2023-12-09 00:00:00,Saturday,93.0,36.0,0.0,1.0,76.0,87.74,0.5279654777428894,14430.1,25.0,24.0,196.0,106.0,2023-12-09,2023-12-09,actual
